GeneID,Genesymbol,Description,Scientific_name,Common_name,RefSeq_Transcript_accessions,RefSeq_Protein_accessions,SPARCLE_ID,Curation_Status
100557233,shh,sonic hedgehog signaling molecule,Anolis carolinensis,green anole,XM_003221928.3,XP_003221976.1,12014168,model
100582247,SHH,sonic hedgehog signaling molecule,Nomascus leucogenys,northern white-cheeked gibbon,XM_003280860.2,XP_003280908.2,,model
100669796,SHH,sonic hedgehog signaling molecule,Loxodonta africana,African savanna elephant,XM_023539799.1,XP_023395567.1,10471241,model
100706984,shha,sonic hedgehog signaling molecule a,Oreochromis niloticus,Nile tilapia,XM_003439222.5,XP_003439270.1,12014168,model
100732014,Shh,sonic hedgehog signaling molecule,Cavia porcellus,domestic guinea pig,XM_003469458.4,XP_003469506.2,12014168,model
100773402,Shh,sonic hedgehog signaling molecule,Cricetulus griseus,Chinese hamster,XM_027428633.2,XP_027284434.1,12014168,model
100925029,SHH,sonic hedgehog signaling molecule,Sarcophilus harrisii,Tasmanian devil,XM_031939527.1,XP_031795387.1,,model
100946098,SHH,sonic hedgehog signaling molecule,Otolemur garnettii,small-eared galago,XM_012806501.2,XP_012661955.1,12014168,model
100995872,SHH,sonic hedgehog signaling molecule,Pan paniscus,pygmy chimpanzee,XM_034965340.1,XP_034821231.1,,model
101020074,SHH,sonic hedgehog signaling molecule,Papio anubis,olive baboon,XM_031664975.1,XP_031520835.1,,model
101034605,SHH,sonic hedgehog signaling molecule,Saimiri boliviensis,Bolivian squirrel monkey,XM_010329567.2,XP_010327869.2,,model
101117666,SHH,sonic hedgehog signaling molecule,Ovis aries,sheep,XM_027969062.2,XP_027824863.1,12014168,model
101146888,SHH,sonic hedgehog signaling molecule,Gorilla gorilla,western gorilla,XM_004046549.3,XP_004046597.2,,model
101270161,SHH,sonic hedgehog signaling molecule,Orcinus orca,killer whale,XM_004281230.2,XP_004281278.1,12014168,model
101327467,SHH,sonic hedgehog signaling molecule,Tursiops truncatus,common bottlenose dolphin,XM_033862739.1,XP_033718630.1,,model
101374415,SHH,sonic hedgehog signaling molecule,Odobenus rosmarus divergens,Pacific walrus,XM_004403479.1,XP_004403536.1,12014168,model
101438572,SHH,sonic hedgehog signaling molecule,Dasypus novemcinctus,nine-banded armadillo,XM_004458601.2,XP_004458658.1,12014168,model
101468555,shha,sonic hedgehog signaling molecule a,Maylandia zebra,zebra mbuna,XM_004546821.3,XP_004546878.1,12014168,model
101534025,SHH,sonic hedgehog signaling molecule,Ochotona princeps,American pika,XM_004597519.1,XP_004597576.1,12014168,model
101553644,SHH,sonic hedgehog signaling molecule,Sorex araneus,European shrew,XM_004620168.1,XP_004620225.1,12014164,model
101561765,Shh,sonic hedgehog signaling molecule,Octodon degus,degu,XM_004628968.2,XP_004629025.2,12014168,model
101606922,Shh,sonic hedgehog signaling molecule,Jaculus jaculus,lesser Egyptian jerboa,XM_004669541.1,XP_004669598.1,12014168,model
101622073,SHH,sonic hedgehog signaling molecule,Condylura cristata,star-nosed mole,XM_012733875.1,XP_012589329.1,10471241,model
101639628,SHH,sonic hedgehog signaling molecule,Echinops telfairi,small Madagascar hedgehog,XM_004702330.2,XP_004702387.2,,model
101681010,SHH,sonic hedgehog signaling molecule,Mustela putorius furo,domestic ferret,XM_013063278.1,XP_012918732.1,10471241,model
101719896,Shh,sonic hedgehog signaling molecule,Heterocephalus glaber,naked mole-rat,XM_004860333.2,XP_004860390.1,12014168,model
101805147,SHH,sonic hedgehog signaling molecule,Anas platyrhynchos,mallard,XM_038175308.1,XP_038031236.1,,model
101807935,SHH,sonic hedgehog signaling molecule,Ficedula albicollis,Collared flycatcher,XM_016306203.1,XP_016161689.1,12014164,model
101831524,Shh,sonic hedgehog signaling molecule,Mesocricetus auratus,golden hamster,XM_005084199.4,XP_005084256.1,12014168,model
101912554,SHH,sonic hedgehog signaling molecule,Falco peregrinus,peregrine falcon,XM_005233941.2,XP_005233998.1,12014168,model
101935657,SHH,sonic hedgehog signaling molecule,Chrysemys picta,Painted turtle,XM_005297202.2,XP_005297259.1,12014168,model
101978016,Shh,sonic hedgehog signaling molecule,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,XM_040292011.1,XP_040147945.1,,model
101987276,Shh,sonic hedgehog signaling molecule,Microtus ochrogaster,prairie vole,XM_005367458.2,XP_005367515.1,12014168,model
102007024,Shh,sonic hedgehog signaling molecule,Chinchilla lanigera,long-tailed chinchilla,XM_013504572.1,XP_013360026.1,12014168,model
102040849,SHH,sonic hedgehog signaling molecule,Geospiza fortis,medium ground-finch,XM_014309363.2,XP_014164838.1,,model
102062749,SHH,sonic hedgehog signaling molecule,Zonotrichia albicollis,white-throated sparrow,XM_005480488.3,XP_005480545.3,11645567,model
102093186,SHH,sonic hedgehog signaling molecule,Columba livia,rock pigeon,XM_013372186.2,XP_013227640.2,12014168,model
102103261,SHH,sonic hedgehog signaling molecule,Pseudopodoces humilis,Tibetan ground-tit,XM_005528530.1,XP_005528587.1,12014168,model
102120970,SHH,sonic hedgehog signaling molecule,Macaca fascicularis,crab-eating macaque,XM_005551269.2,XP_005551326.1,12014168,model
102170201,SHH,sonic hedgehog signaling molecule,Capra hircus,goat,XM_018046646.1,XP_017902135.1,12014168,model
102196962,shha,sonic hedgehog signaling molecule a,Pundamilia nyererei,,XM_005722776.1,XP_005722833.1,12014168,model
102222680,shha,sonic hedgehog signaling molecule a,Xiphophorus maculatus,southern platyfish,XM_005798619.2,XP_005798676.1,12014168,model
102254867,SHH,sonic hedgehog signaling molecule,Myotis brandtii,Brandt's bat,XM_014532256.1,XP_014387742.1,12014164,model
102271735,SHH,sonic hedgehog signaling molecule,Bos mutus,wild yak,XM_014480215.1,XP_014335701.1,12014164,model
102312445,shha,sonic hedgehog signaling molecule a,Haplochromis burtoni,Burton's mouthbrooder,XM_005912379.3,XP_005912441.1,12014168,model
102356687,SHHA,sonic hedgehog signaling molecule a,Latimeria chalumnae,coelacanth,XM_006001273.1,XP_006001335.1,12014168,model
102383680,SHH,sonic hedgehog signaling molecule,Alligator sinensis,Chinese alligator,XM_006018542.3,XP_006018604.1,12014168,model
102412043,SHH,sonic hedgehog signaling molecule,Bubalus bubalis,water buffalo,XM_025291933.1,XP_025147718.1,12014168,model
102444691,SHH,sonic hedgehog signaling molecule,Pelodiscus sinensis,Chinese soft-shelled turtle,XM_006129350.3,XP_006129412.1,10471241,model
102483981,SHH,sonic hedgehog signaling molecule,Tupaia chinensis,Chinese tree shrew,XM_027770049.1,XP_027625850.1,12014164,model
102522058,SHH,sonic hedgehog signaling molecule,Camelus ferus,Wild Bactrian camel,XM_032483019.1,XP_032338910.1,,model
102532948,SHH,sonic hedgehog signaling molecule,Vicugna pacos,alpaca,XM_015245287.2,XP_015100773.1,10471241,model
102570851,SHH,sonic hedgehog signaling molecule,Alligator mississippiensis,American alligator,XM_006260175.3,XP_006260237.2,12014168,model
102683393,shha,sonic hedgehog signaling molecule a,Lepisosteus oculatus,spotted gar,XM_006634437.2,XP_006634500.1,12014168,model
102747361,SHH,sonic hedgehog signaling molecule,Leptonychotes weddellii,Weddell seal,XM_006751651.2,XP_006751714.1,12014164,model
102767220,SHH,sonic hedgehog signaling molecule,Myotis davidii,,XM_015566148.1,XP_015421634.1,10471241,model
102780316,shha,sonic hedgehog signaling molecule a,Neolamprologus brichardi,,XM_006795062.2,XP_006795125.1,12014168,model
102836239,SHH,sonic hedgehog signaling molecule,Chrysochloris asiatica,Cape golden mole,XM_006871293.1,XP_006871355.1,12014168,model
102859015,SHH,sonic hedgehog signaling molecule,Elephantulus edwardii,Cape elephant shrew,XM_006887654.1,XP_006887716.1,12014168,model
102882514,SHH,sonic hedgehog signaling molecule,Pteropus alecto,black flying fox,XM_025044914.1,XP_024900682.1,10471241,model
102925960,Shh,sonic hedgehog signaling molecule,Peromyscus maniculatus bairdii,prairie deer mouse,XM_006994537.2,XP_006994599.1,12014168,model
102932065,SHH,sonic hedgehog signaling molecule,Chelonia mydas,Green sea turtle,XM_037891080.1,XP_037747008.1,,model
102977789,SHH,sonic hedgehog signaling molecule,Physeter catodon,sperm whale,XM_024130991.1,XP_023986759.1,12014168,model
102998170,SHH,sonic hedgehog signaling molecule,Balaenoptera acutorostrata scammoni,,XM_028165896.1,XP_028021697.1,10471241,model
103046459,shha,sonic hedgehog signaling molecule a,Astyanax mexicanus,Mexican tetra,NM_001291255.1,NP_001278184.1,12014168,curated
103063349,SHH,sonic hedgehog signaling molecule,Python bivittatus,Burmese python,XM_007433194.2,XP_007433256.1,12014168,model
103077728,SHH,sonic hedgehog signaling molecule,Lipotes vexillifer,Yangtze River dolphin,XM_007457176.1,XP_007457238.1,12014168,model
103125507,SHH,sonic hedgehog signaling molecule,Erinaceus europaeus,western European hedgehog,XM_007536297.1,XP_007536359.1,12014168,model
103140457,shha,sonic hedgehog signaling molecule a,Poecilia formosa,Amazon molly,XM_007555623.2,XP_007555685.1,12014168,model
103188357,shha,sonic hedgehog signaling molecule a,Callorhinchus milii,elephant shark,XM_007908329.1,XP_007906520.1,12014168,model
103227290,SHH,sonic hedgehog signaling molecule,Chlorocebus sabaeus,green monkey,XM_007983598.2,XP_007981789.1,12014168,model
103299591,SHH,sonic hedgehog signaling molecule,Eptesicus fuscus,big brown bat,XM_008156444.2,XP_008154666.1,12014168,model
103356586,shha,sonic hedgehog signaling molecule a,Stegastes partitus,bicolor damselfish,XM_008280788.1,XP_008279010.1,12014168,model
103377530,shha,sonic hedgehog signaling molecule a,Cynoglossus semilaevis,tongue sole,XM_008308370.3,XP_008306592.1,12014168,model
103456900,shha,sonic hedgehog signaling molecule a,Poecilia reticulata,guppy,XM_008396745.2,XP_008394967.1,12014168,model
103530121,SHH,sonic hedgehog signaling molecule,Calypte anna,Anna's hummingbird,XM_008495662.2,XP_008493884.2,,model
103559504,SHH,sonic hedgehog signaling molecule,Equus przewalskii,Przewalski's horse,XM_008533142.1,XP_008531364.1,10471241,model
103612088,SHH,sonic hedgehog signaling molecule,Corvus brachyrhynchos,American crow,XM_017728908.1,XP_017584397.1,12014164,model
103660977,SHH,sonic hedgehog signaling molecule,Ursus maritimus,polar bear,XM_008688638.2,XP_008686860.2,,model
103812722,SHH,sonic hedgehog signaling molecule,Serinus canaria,Common canary,XM_009085804.3,XP_009084052.1,12014168,model
103901040,SHH,sonic hedgehog signaling molecule,Aptenodytes forsteri,emperor penguin,XM_019472721.1,XP_019328266.1,12014168,model
103915631,SHH,sonic hedgehog signaling molecule,Pygoscelis adeliae,Adelie penguin,XM_009322501.1,XP_009320776.1,12014164,model
104022293,SHH,sonic hedgehog signaling molecule,Nipponia nippon,crested ibis,XM_009476000.1,XP_009474275.1,11645567,model
104057035,SHH,sonic hedgehog signaling molecule,Cuculus canorus,common cuckoo,XM_009558358.1,XP_009556653.1,12014168,model
104125281,SHH,sonic hedgehog signaling molecule,Egretta garzetta,little egret,XM_009637720.2,XP_009636015.1,12014164,model
104288048,SHH,sonic hedgehog signaling molecule,Charadrius vociferus,killdeer,XM_009886789.1,XP_009885091.1,,model
104298543,SHH,sonic hedgehog signaling molecule,Dryobates pubescens,Downy woodpecker,XM_009898626.1,XP_009896928.1,12014168,model
104339058,SHH,sonic hedgehog signaling molecule,Opisthocomus hoazin,,XM_009945187.1,XP_009943489.1,,model
104397125,SHH,sonic hedgehog signaling molecule,Chaetura pelagica,chimney swift,XM_010007055.1,XP_010005357.1,,model
104477296,SHH,sonic hedgehog signaling molecule,Chlamydotis macqueenii,Macqueen's bustard,XM_010117338.1,XP_010115640.1,12014136,model
104501295,SHH,sonic hedgehog signaling molecule,Buceros rhinoceros silvestris,,XM_010145084.1,XP_010143386.1,12014136,model
104564705,SHH,sonic hedgehog signaling molecule,Tinamus guttatus,white-throated tinamou,XM_010211342.1,XP_010209644.1,,model
104666156,SHH,sonic hedgehog signaling molecule,Rhinopithecus roxellana,golden snub-nosed monkey,XM_030932987.1,XP_030788847.1,,model
104843121,SHH,sonic hedgehog signaling molecule,Haliaeetus leucocephalus,bald eagle,XM_010585879.1,XP_010584181.1,12014168,model
104926923,shha,sonic hedgehog signaling molecule a,Larimichthys crocea,large yellow croaker,XM_010740884.3,XP_010739186.3,12014168,model
104951474,shha,sonic hedgehog signaling molecule a,Notothenia coriiceps,black rockcod,XM_010778136.1,XP_010776438.1,12014168,model
104980588,SHH,sonic hedgehog signaling molecule,Bison bison bison,,XM_010829357.1,XP_010827659.1,10471241,model
105019360,shha,sonic hedgehog signaling molecule a,Esox lucius,northern pike,XM_010885487.2,XP_010883789.1,12014168,model
105069468,SHH,sonic hedgehog signaling molecule,Camelus bactrianus,Bactrian camel,XM_010955585.1,XP_010953887.1,12014164,model
105098271,SHH,sonic hedgehog signaling molecule,Camelus dromedarius,Arabian camel,XM_010990933.2,XP_010989235.2,,model
105298927,SHH,sonic hedgehog signaling molecule,Pteropus vampyrus,large flying fox,XM_023536734.1,XP_023392502.1,10471241,model
105474965,SHH,sonic hedgehog signaling molecule,Macaca nemestrina,pig-tailed macaque,XM_011729914.2,XP_011728216.1,12014168,model
105534384,SHH,sonic hedgehog signaling molecule,Mandrillus leucophaeus,drill,XM_011973090.1,XP_011828480.1,12014164,model
105573097,SHH,sonic hedgehog signaling molecule,Cercocebus atys,sooty mangabey,XM_012032153.1,XP_011887543.1,12014168,model
105712294,SHH,sonic hedgehog signaling molecule,Aotus nancymaae,Ma's night monkey,XM_021666260.1,XP_021521935.1,10471241,model
105883225,SHH,sonic hedgehog signaling molecule,Microcebus murinus,gray mouse lemur,XM_012786262.1,XP_012641716.1,12014168,model
105918144,shha,sonic hedgehog signaling molecule a,Fundulus heteroclitus,mummichog,XM_012853159.3,XP_012708613.2,,model
106492687,SHH,sonic hedgehog signaling molecule,Apteryx mantelli mantelli,,XM_013952562.1,XP_013808016.1,12014164,model
106520994,shha,sonic hedgehog signaling molecule a,Austrofundulus limnaeus,,XM_014013349.1,XP_013868803.1,12014164,model
106549769,SHH,sonic hedgehog signaling molecule,Thamnophis sirtalis,,XM_014067506.1,XP_013922981.1,12014168,model
106590104,shha,sonic hedgehog signaling molecule a,Salmo salar,Atlantic salmon,XM_014180670.1,XP_014036145.1,12014168,model
106823318,SHH,sonic hedgehog signaling molecule,Equus asinus,ass,XM_014828901.1,XP_014684387.1,12014164,model
106850705,SHH,sonic hedgehog signaling molecule,Sturnus vulgaris,Common starling,XM_014872227.1,XP_014727713.1,12014168,model
106889773,SHH,sonic hedgehog signaling molecule,Calidris pugnax,ruff,XM_014945176.1,XP_014800662.1,12014168,model
106929395,shha,sonic hedgehog signaling molecule a,Poecilia mexicana,,XM_015006319.1,XP_014861805.1,12014168,model
106957868,shha,sonic hedgehog signaling molecule a,Poecilia latipinna,sailfin molly,XM_015049392.1,XP_014904878.1,12014168,model
107086501,shha,sonic hedgehog signaling molecule a,Cyprinodon variegatus,sheepshead minnow,XM_015377482.1,XP_015232968.1,12014168,model
107116932,SHH,sonic hedgehog signaling molecule,Gekko japonicus,,XM_015418960.1,XP_015274446.1,12014168,model
107156278,Shh,sonic hedgehog signaling molecule,Marmota marmota marmota,Alpine marmot,XM_015502310.1,XP_015357796.1,12014164,model
107201071,SHH,sonic hedgehog signaling molecule,Parus major,Great Tit,XM_015620259.2,XP_015475745.1,12014168,model
107303327,SHH,sonic hedgehog signaling molecule,Protobothrops mucrosquamatus,,XM_015832549.1,XP_015688035.1,12014168,model
107308849,SHH,sonic hedgehog signaling molecule,Coturnix japonica,Japanese quail,XM_015853028.2,XP_015708514.1,12014168,model
107382481,shha,sonic hedgehog signaling molecule a,Nothobranchius furzeri,turquoise killifish,XM_015954627.1,XP_015810113.1,12014168,model
107518868,SHH,sonic hedgehog signaling molecule,Rousettus aegyptiacus,Egyptian rousette,XM_016160937.2,XP_016016423.2,,model
107524916,SHH,sonic hedgehog signaling molecule,Miniopterus natalensis,,XM_016196982.1,XP_016052468.1,10471241,model
107591009,shha,sonic hedgehog signaling molecule a,Sinocyclocheilus grahami,,XM_016280000.1,XP_016135486.1,12014168,model
107724414,shha,sonic hedgehog signaling molecule a,Sinocyclocheilus rhinocerous,,XM_016533339.1,XP_016388825.1,12014168,model
108230333,shha,sonic hedgehog signaling molecule a,Kryptolebias marmoratus,mangrove rivulus,XM_017406420.3,XP_017261909.1,12014164,model
108267066,shha,sonic hedgehog signaling molecule a,Ictalurus punctatus,channel catfish,XM_017470997.1,XP_017326486.1,12014168,model
108406980,SHH,sonic hedgehog signaling molecule,Manis javanica,Malayan pangolin,XM_036999495.1,XP_036855390.1,,model
108411758,shha,sonic hedgehog signaling molecule a,Pygocentrus nattereri,red-bellied piranha,XM_017683492.2,XP_017538981.1,12014168,model
108499479,SHH,sonic hedgehog signaling molecule,Lepidothrix coronata,blue-crowned manakin,XM_017819359.1,XP_017674848.1,12014168,model
108520988,SHH,sonic hedgehog signaling molecule,Rhinopithecus bieti,black snub-nosed monkey,XM_017860555.1,XP_017716044.1,12014168,model
108785020,SHH,sonic hedgehog signaling molecule,Nanorana parkeri,,XM_018553989.1,XP_018409491.1,12014168,model
108896315,shha,sonic hedgehog signaling molecule a,Lates calcarifer,barramundi perch,XM_018695389.1,XP_018550905.1,12014168,model
108937058,shha,sonic hedgehog signaling molecule a,Scleropages formosus,Asian bonytongue,XM_029254544.1,XP_029110377.1,12014168,model
109252339,SHH,sonic hedgehog signaling molecule,Panthera pardus,leopard,XM_019424734.1,XP_019280279.1,12014168,model
109291235,SHH,sonic hedgehog signaling molecule,Gavialis gangeticus,Gharial,XM_019508154.1,XP_019363699.1,12014168,model
109306891,SHH,sonic hedgehog signaling molecule,Crocodylus porosus,Australian saltwater crocodile,XM_019530533.1,XP_019386078.1,12014168,model
109391492,SHH,sonic hedgehog signaling molecule,Hipposideros armiger,great roundleaf bat,XM_019659085.1,XP_019514630.1,12014168,model
109558045,SHH,sonic hedgehog signaling molecule,Bos indicus,zebu cattle,XM_019959531.1,XP_019815090.1,10471241,model
109629475,shha,sonic hedgehog signaling molecule a,Paralichthys olivaceus,Japanese flounder,XM_020087204.1,XP_019942763.1,12014168,model
109702047,Shh,sonic hedgehog signaling molecule,Castor canadensis,American beaver,XM_020187492.1,XP_020043081.1,12014168,model
109899051,shha,sonic hedgehog signaling molecule a,Oncorhynchus kisutch,coho salmon,XM_020494102.2,XP_020349691.1,12014168,model
109961432,shha,sonic hedgehog signaling molecule a,Monopterus albus,swamp eel,XM_020602211.1,XP_020457867.1,12014168,model
109997560,shha,sonic hedgehog signaling molecule a,Labrus bergylta,ballan wrasse,XM_020652080.1,XP_020507736.1,12014168,model
110071907,SHH,sonic hedgehog signaling molecule,Pogona vitticeps,central bearded dragon,XM_020779724.1,XP_020635383.1,12014168,model
110141398,SHH,sonic hedgehog signaling molecule,Odocoileus virginianus texanus,,XM_020900308.1,XP_020755967.1,10471241,model
110170075,shha,sonic hedgehog signaling molecule a,Boleophthalmus pectinirostris,great blue-spotted mudskipper,XM_020935699.1,XP_020791358.1,12014168,model
110223909,SHH,sonic hedgehog signaling molecule,Phascolarctos cinereus,koala,XM_021009639.1,XP_020865298.1,12014168,model
110294612,Shh,sonic hedgehog signaling molecule,Mus caroli,Ryukyu mouse,XM_021162956.2,XP_021018615.1,12014168,model
110316392,Shh,sonic hedgehog signaling molecule,Mus pahari,shrew mouse,XM_021190662.1,XP_021046321.1,12014168,model
110395049,SHH,sonic hedgehog signaling molecule,Numida meleagris,helmeted guineafowl,XM_021389134.1,XP_021244809.1,11645567,model
110468547,SHH,sonic hedgehog signaling molecule,Lonchura striata domestica,Bengalese finch,XM_021526567.2,XP_021382242.1,12014168,model
110489984,shha,sonic hedgehog signaling molecule a,Oncorhynchus mykiss,rainbow trout,XM_036944282.1,XP_036800177.1,,model
110560215,Shh,sonic hedgehog signaling molecule,Meriones unguiculatus,Mongolian gerbil,XM_021656069.1,XP_021511744.1,12014168,model
110579735,SHH,sonic hedgehog signaling molecule,Neomonachus schauinslandi,Hawaiian monk seal,XM_021689395.1,XP_021545070.1,11645567,model
110959941,shha,sonic hedgehog signaling molecule a,Acanthochromis polyacanthus,spiny chromis,XM_022206957.1,XP_022062649.1,12014168,model
111176269,SHH,sonic hedgehog signaling molecule,Delphinapterus leucas,beluga whale,XM_022576607.2,XP_022432315.1,12014168,model
111237885,shha,sonic hedgehog signaling molecule a,Seriola dumerili,greater amberjack,XM_022767185.1,XP_022622906.1,12014168,model
111557492,SHH,sonic hedgehog signaling molecule,Felis catus,domestic cat,XM_023242357.1,XP_023098125.1,12014168,model
111580008,shha,sonic hedgehog signaling molecule a,Amphiprion ocellaris,clown anemonefish,XM_023287562.2,XP_023143330.1,12014168,model
112151023,shha,sonic hedgehog signaling molecule a,Oryzias melastigma,Indian medaka,XM_024279618.2,XP_024135386.1,12014168,model
112228005,shha,sonic hedgehog signaling molecule a,Oncorhynchus tshawytscha,Chinook salmon,XM_024393104.1,XP_024248872.1,12014168,model
112308317,SHH,sonic hedgehog signaling molecule,Desmodus rotundus,common vampire bat,XM_024564512.1,XP_024420280.1,12014164,model
112620976,SHH,sonic hedgehog signaling molecule,Theropithecus gelada,gelada,XM_025380081.1,XP_025235866.1,12014168,model
112663058,SHH,sonic hedgehog signaling molecule,Canis lupus dingo,dingo,XM_025451660.2,XP_025307445.1,12014168,model
112815894,SHH,sonic hedgehog signaling molecule,Callorhinus ursinus,northern fur seal,XM_025862161.1,XP_025717946.1,12014168,model
112959039,SHH,sonic hedgehog signaling molecule,Nothoprocta perdicaria,,XM_026052986.1,XP_025908771.1,12014168,model
112967770,SHH,sonic hedgehog signaling molecule,Apteryx rowi,Okarito brown kiwi,XM_026069270.1,XP_025925055.1,11645567,model
112985021,SHH,sonic hedgehog signaling molecule,Dromaius novaehollandiae,emu,XM_026103353.1,XP_025959138.1,12014168,model
113029850,shha,sonic hedgehog signaling molecule a,Astatotilapia calliptera,eastern happy,XM_026180880.1,XP_026036665.1,12014168,model
113106149,shha,sonic hedgehog signaling molecule a,Carassius auratus,goldfish,XM_026267785.1,XP_026123570.1,12014168,model
113122017,shha,sonic hedgehog signaling molecule a,Mastacembelus armatus,zig-zag eel,XM_026292923.1,XP_026148708.1,12014168,model
113162794,shha,sonic hedgehog signaling molecule a,Anabas testudineus,climbing perch,XM_026360996.1,XP_026216781.1,12014168,model
113194898,Shh,sonic hedgehog signaling molecule,Urocitellus parryii,Arctic ground squirrel,XM_026406184.1,XP_026261969.1,12014168,model
113241522,SHH,sonic hedgehog signaling molecule,Ursus arctos horribilis,,XM_026479217.1,XP_026335002.1,12014168,model
113420819,SHH,sonic hedgehog signaling molecule,Notechis scutatus,mainland tiger snake,XM_026680924.1,XP_026536709.1,12014168,model
113447874,SHH,sonic hedgehog signaling molecule,Pseudonaja textilis,,XM_026718320.1,XP_026574105.1,12014168,model
113477267,SHH,sonic hedgehog signaling molecule,Athene cunicularia,burrowing owl,XM_026843503.1,XP_026699304.1,11645567,model
113539995,shha,sonic hedgehog signaling molecule a,Pangasianodon hypophthalmus,striped catfish,XM_026936156.2,XP_026791957.2,,model
113585054,shha,sonic hedgehog signaling molecule a,Electrophorus electricus,electric eel,XM_027022341.2,XP_026878142.2,,model
113596760,SHH,sonic hedgehog signaling molecule,Acinonyx jubatus,cheetah,XM_027051253.1,XP_026907054.1,12014168,model
113617784,SHH,sonic hedgehog signaling molecule,Lagenorhynchus obliquidens,Pacific white-sided dolphin,XM_027101280.1,XP_026957081.1,12014168,model
113890956,SHH,sonic hedgehog signaling molecule,Bos indicus x Bos taurus,hybrid cattle,XM_027538480.1,XP_027394281.1,12014168,model
113910924,SHH,sonic hedgehog signaling molecule,Zalophus californianus,California sea lion,XM_027572985.1,XP_027428786.1,12014168,model
113969364,SHH,sonic hedgehog signaling molecule,Neopelma chrysocephalum,saffron-crested tyrant-manakin,XM_027686985.1,XP_027542786.1,12014168,model
114027151,SHH,sonic hedgehog signaling molecule,Vombatus ursinus,common wombat,XM_027841059.1,XP_027696860.1,12014168,model
114055534,SHH,sonic hedgehog signaling molecule,Empidonax traillii,willow flycatcher,XM_027879788.1,XP_027735589.1,12014168,model
114104982,Shh,sonic hedgehog signaling molecule,Marmota flaviventris,yellow-bellied marmot,XM_027951308.1,XP_027807109.1,12014168,model
114136393,shha,sonic hedgehog signaling molecule a,Xiphophorus couchianus,Monterrey platyfish,XM_028004257.1,XP_027860058.1,12014168,model
114201788,SHH,sonic hedgehog signaling molecule,Eumetopias jubatus,Steller sea lion,XM_028094672.1,XP_027950473.1,12014168,model
114453176,shha,sonic hedgehog signaling molecule a,Parambassis ranga,Indian glassy fish,XM_028432918.1,XP_028288719.1,12014168,model
114507829,SHH,sonic hedgehog signaling molecule,Phyllostomus discolor,pale spear-nosed bat,XM_028525845.2,XP_028381646.1,12014168,model
114549430,shha,sonic hedgehog signaling molecule a,Perca flavescens,yellow perch,XM_028569731.1,XP_028425532.1,12014168,model
